SchoolName,Latitude,Longitude,City,CommunitySchool,EconomicNeedIndex,SchoolIncomeEstimate,PercentELL,PercentAsian,PercentBlack,PercentHispanic,PercentBlackHispanic,PercentWhite,StudentAttendanceRate,PercentofStudentsChronicallyAbsent,RigorousInstruction,CollaborativeTeachers,SupportiveEnvironment,EffectiveSchoolLeadership,StrongFamilyCommunityTies,Trust,AverageELAProficiency,Grade3ELAAllStudentsTested,Grade3ELA4sAllStudents,Grade3ELA4sAmericanIndianorAlaskaNative,Grade3ELA4sBlackorAfricanAmerican,Grade3ELA4sHispanicorLatino,Grade3ELA4sAsianorPacificIslander,Grade3ELA4sWhite,Grade3ELA4sMultiracial,Grade3ELA4sLimitedEnglishProficient,Grade3ELA4sEconomicallyDisadvantaged,Grade3MathAllStudentstested,Grade3Math4sAllStudents,Grade3Math4sAmericanIndianorAlaskaNative,Grade3Math4sBlackorAfricanAmerican,Grade3Math4sHispanicorLatino,Grade3Math4sAsianorPacificIslander,Grade3Math4sWhite,Grade3Math4sMultiracial,Grade3Math4sLimitedEnglishProficient,Grade3Math4sEconomicallyDisadvantaged,Grade4ELAAllStudentsTested,Grade4ELA4sAllStudents,Grade4ELA4sAmericanIndianorAlaskaNative,Grade4ELA4sBlackorAfricanAmerican,Grade4ELA4sHispanicorLatino,Grade4ELA4sAsianorPacificIslander,Grade4ELA4sWhite,Grade4ELA4sMultiracial,Grade4ELA4sLimitedEnglishProficient,Grade4ELA4sEconomicallyDisadvantaged,Grade4MathAllStudentsTested,Grade4Math4sAllStudents,Grade4Math4sAmericanIndianorAlaskaNative,Grade4Math4sBlackorAfricanAmerican,Grade4Math4sHispanicorLatino,Grade4Math4sAsianorPacificIslander,Grade4Math4sWhite,Grade4Math4sMultiracial,Grade4Math4sLimitedEnglishProficient,Grade4Math4sEconomicallyDisadvantaged,Grade5ELAAllStudentsTested,Grade5ELA4sAllStudents,Grade5ELA4sAmericanIndianorAlaskaNative,Grade5ELA4sBlackorAfricanAmerican,Grade5ELA4sHispanicorLatino,Grade5ELA4sAsianorPacificIslander,Grade5ELA4sWhite,Grade5ELA4sMultiracial,Grade5ELA4sLimitedEnglishProficient,Grade5ELA4sEconomicallyDisadvantaged,Grade5MathAllStudentsTested,Grade5Math4sAllStudents,Grade5Math4sAmericanIndianorAlaskaNative,Grade5Math4sBlackorAfricanAmerican,Grade5Math4sHispanicorLatino,Grade5Math4sAsianorPacificIslander,Grade5Math4sWhite,Grade5Math4sMultiracial,Grade5Math4sLimitedEnglishProficient,Grade5Math4sEconomicallyDisadvantaged,Grade6ELAAllStudentsTested,Grade6ELA4sAllStudents,Grade6ELA4sAmericanIndianorAlaskaNative,Grade6ELA4sBlackorAfricanAmerican,Grade6ELA4sHispanicorLatino,Grade6ELA4sAsianorPacificIslander,Grade6ELA4sWhite,Grade6ELA4sMultiracial,Grade6ELA4sLimitedEnglishProficient,Grade6ELA4sEconomicallyDisadvantaged,Grade6MathAllStudentsTested,Grade6Math4sAllStudents,Grade6Math4sAmericanIndianorAlaskaNative,Grade6Math4sBlackorAfricanAmerican,Grade6Math4sHispanicorLatino,Grade6Math4sAsianorPacificIslander,Grade6Math4sWhite,Grade6Math4sMultiracial,Grade6Math4sLimitedEnglishProficient,Grade6Math4sEconomicallyDisadvantaged,Grade7ELAAllStudentsTested,Grade7ELA4sAllStudents,Grade7ELA4sAmericanIndianorAlaskaNative,Grade7ELA4sBlackorAfricanAmerican,Grade7ELA4sHispanicorLatino,Grade7ELA4sAsianorPacificIslander,Grade7ELA4sWhite,Grade7ELA4sMultiracial,Grade7ELA4sLimitedEnglishProficient,Grade7ELA4sEconomicallyDisadvantaged,Grade7MathAllStudentsTested,Grade7Math4sAllStudents,Grade7Math4sAmericanIndianorAlaskaNative,Grade7Math4sBlackorAfricanAmerican,Grade7Math4sHispanicorLatino,Grade7Math4sAsianorPacificIslander,Grade7Math4sWhite,Grade7Math4sMultiracial,Grade7Math4sLimitedEnglishProficient,Grade7Math4sEconomicallyDisadvantaged,Grade8ELAAllStudentsTested,Grade8ELA4sAllStudents,Grade8ELA4sAmericanIndianorAlaskaNative,Grade8ELA4sBlackorAfricanAmerican,Grade8ELA4sHispanicorLatino,Grade8ELA4sAsianorPacificIslander,Grade8ELA4sWhite,Grade8ELA4sMultiracial,Grade8ELA4sLimitedEnglishProficient,Grade8ELA4sEconomicallyDisadvantaged,Grade8MathAllStudentsTested,Grade8Math4sAllStudents,Grade8Math4sAmericanIndianorAlaskaNative,Grade8Math4sBlackorAfricanAmerican,Grade8Math4sHispanicorLatino,Grade8Math4sAsianorPacificIslander,Grade8Math4sWhite,Grade8Math4sMultiracial,Grade8Math4sLimitedEnglishProficient,Grade8Math4sEconomicallyDisadvantaged
P.S. 005 HUGUENOT,40.529697,-74.187532,STATEN ISLAND,No,0.158,955.3826,0,0.01,0,0.07,0.07,0.91,0.96,0.05,1,0.99,1,0.96,0.9,0.96,3.2,38,13,0,0,0,0,0,0,0,2,38,16,0,0,0,0,0,0,0,1,37,12,0,0,0,0,0,0,0,3,37,13,0,0,0,0,0,0,0,1,24,11,0,0,0,0,0,0,0,0,25,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,40.510274,-74.230429,STATEN ISLAND,No,0.239,824.9864,0.03,0.03,0,0.12,0.12,0.83,0.95,0.12,0.9,0.88,0.96,0.69,0.84,0.81,2.52,85,11,0,0,2,0,8,0,0,3,84,27,0,0,1,0,24,0,0,7,106,19,0,0,0,1,18,0,0,3,108,21,0,0,0,2,19,0,0,7,109,18,0,0,0,0,17,0,0,3,109,35,0,0,0,0,32,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 8 SHIRLEE SOLOMON,40.547645,-74.151951,STATEN ISLAND,No,0.273,851.8184,0.02,0.06,0.02,0.13,0.15,0.78,0.95,0.11,0.97,0.97,0.95,0.87,0.87,0.97,2.9,98,34,0,0,3,0,25,0,0,5,99,47,0,0,4,0,34,0,0,9,66,16,0,0,0,0,11,0,0,3,66,25,0,0,0,0,21,0,0,5,65,9,0,0,0,0,9,0,0,1,66,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 11 THOMAS DONGAN SCHOOL,40.590709,-74.097904,STATEN ISLAND,No,0.567,610.1891,0.11,0.08,0.16,0.4,0.56,0.35,0.94,0.19,0.93,0.86,0.85,0.77,0.88,0.87,2.52,45,3,0,0,1,0,2,0,0,2,46,4,0,0,2,0,2,0,0,3,35,5,0,0,2,0,3,0,0,2,35,1,0,0,0,0,1,0,0,0,42,3,0,0,1,0,2,0,0,1,42,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 013 M. L. LINDEMEYER,40.613146,-74.06915,STATEN ISLAND,No,0.639,626.2147,0.13,0.15,0.16,0.44,0.6,0.22,0.94,0.2,0.94,0.93,0.95,0.85,0.88,0.94,2.48,165,6,0,1,2,0,2,0,0,2,165,31,0,2,6,0,12,0,1,11,145,14,0,4,5,0,1,0,0,5,145,29,0,5,8,0,6,0,1,11,129,9,0,0,2,0,4,0,0,4,130,24,0,1,10,0,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 016 JOHN J. DRISCOLL,40.639729,-74.079582,STATEN ISLAND,No,0.829,496.517,0.23,0.06,0.28,0.55,0.83,0.1,0.92,0.3,0.95,0.87,0.9,0.74,0.83,0.89,2.15,94,3,0,0,1,0,0,0,0,0,94,6,0,0,6,0,0,0,1,0,106,4,0,2,0,0,2,0,0,4,106,4,0,1,0,2,1,0,0,2,103,2,0,1,1,0,0,0,0,2,106,5,0,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 018 JOHN G. WHITTIER,40.636543,-74.116882,STATEN ISLAND,No,0.851,478.5982,0.06,0.04,0.43,0.46,0.89,0.05,0.92,0.34,0.89,0.81,0.84,0.72,0.83,0.86,2.15,81,4,0,2,1,0,0,0,0,3,80,16,0,5,8,0,0,0,0,12,90,7,0,4,3,0,0,0,0,4,90,5,0,1,4,0,0,0,0,4,90,2,0,1,1,0,0,0,0,1,89,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 019 THE CURTIS SCHOOL,40.630563,-74.126888,STATEN ISLAND,No,0.755,591.9708,0.17,0.04,0.16,0.68,0.84,0.08,0.93,0.24,0.89,0.89,0.91,0.75,0.85,0.91,2.36,104,3,0,1,2,0,0,0,0,2,104,14,0,3,4,2,0,0,0,11,100,0,0,0,0,0,0,0,0,0,102,6,0,0,4,0,0,0,0,5,92,5,0,1,0,3,1,0,0,1,92,4,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 020 PORT RICHMOND,40.636739,-74.132576,STATEN ISLAND,No,0.862,419.8016,0.38,0.01,0.13,0.79,0.91,0.06,0.94,0.18,0.86,0.89,0.92,0.85,0.84,0.9,2.16,91,0,0,0,0,0,0,0,0,0,92,1,0,0,1,0,0,0,0,0,75,3,0,0,2,0,0,0,0,0,75,2,0,0,2,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 21 MARGARET EMERY-ELM PARK,40.631307,-74.144611,STATEN ISLAND,No,0.788,543.4032,0.17,0.02,0.24,0.58,0.83,0.15,0.93,0.2,0.98,0.91,0.95,0.78,0.82,0.87,2.2,70,2,0,0,2,0,0,0,0,0,70,2,0,0,2,0,0,0,0,0,65,4,0,2,1,0,1,0,0,2,67,3,0,0,1,0,2,0,0,2,65,2,0,0,1,0,0,0,0,1,65,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 022 GRANITEVILLE,40.624959,-74.150648,STATEN ISLAND,No,0.696,609.9226,0.14,0.07,0.24,0.55,0.79,0.12,0.93,0.25,0.85,0.86,0.87,0.66,0.8,0.89,2.44,146,10,0,3,2,0,2,0,0,9,151,20,0,6,7,1,3,0,0,18,183,14,0,2,6,0,1,0,0,12,187,20,0,2,8,0,3,0,1,17,156,10,0,4,4,0,1,0,0,6,159,17,0,6,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 023 RICHMONDTOWN,40.570691,-74.133509,STATEN ISLAND,No,0.261,881.7415,0.02,0.03,0.01,0.17,0.18,0.77,0.95,0.1,0.95,0.97,0.95,0.92,0.88,0.97,3,83,14,0,0,0,0,12,0,0,1,83,32,0,0,0,0,30,0,0,7,61,14,0,0,0,0,9,0,0,2,61,15,0,0,0,0,12,0,0,2,76,25,0,0,0,0,23,0,0,1,76,36,0,0,2,0,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 026 THE CARTERET SCHOOL,40.59156,-74.190234,STATEN ISLAND,No,0.392,793.5772,0.09,0.08,0.04,0.34,0.39,0.51,0.95,0.11,0.99,0.99,0.97,0.94,0.89,0.99,2.65,26,3,0,0,0,0,3,0,0,0,26,13,0,0,0,0,6,0,0,6,24,2,0,0,0,1,1,0,0,2,24,4,0,0,2,1,1,0,0,3,23,2,0,0,2,0,0,0,0,2,22,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 029 BARDWELL,40.613944,-74.116236,STATEN ISLAND,No,0.347,720.2899,0.03,0.16,0.09,0.22,0.3,0.52,0.95,0.1,0.94,0.95,0.97,0.88,0.97,0.96,2.89,131,20,0,0,1,2,15,0,0,3,132,43,0,0,2,13,26,0,0,9,128,33,0,0,4,4,25,0,0,6,128,31,0,0,5,5,21,0,0,6,126,36,0,2,8,7,19,0,0,15,126,34,0,0,6,11,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 030 WESTERLEIGH,40.618028,-74.133161,STATEN ISLAND,No,0.31,831.3808,0.06,0.06,0.02,0.23,0.25,0.66,0.95,0.14,0.95,0.97,0.96,0.89,0.84,0.96,2.85,127,19,0,0,3,1,15,0,0,7,126,36,0,0,7,1,27,0,0,12,114,22,0,0,6,0,15,0,0,4,114,29,0,0,6,0,21,0,0,9,122,22,0,0,5,3,12,0,0,6,123,28,0,0,1,3,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 031 WILLIAM T. DAVIS,40.641954,-74.085457,STATEN ISLAND,No,0.902,490.5418,0.04,0,0.52,0.39,0.91,0.04,0.9,0.41,0.89,0.9,0.89,0.78,0.85,0.93,2.12,91,0,0,0,0,0,0,0,0,0,91,3,0,1,2,0,0,0,0,3,62,1,0,1,0,0,0,0,0,0,62,3,0,2,0,0,0,0,0,2,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 032 THE GIFFORD SCHOOL,40.555229,-74.154172,STATEN ISLAND,No,0.243,870.6173,0.02,0.03,0.01,0.17,0.17,0.78,0.95,0.13,0.88,0.9,0.93,0.83,0.86,0.9,2.74,101,4,0,0,0,0,4,0,0,3,102,32,0,0,0,0,25,0,0,12,102,30,0,0,8,0,22,0,0,7,102,25,0,0,4,0,21,0,0,5,117,22,0,0,1,1,20,0,0,7,115,26,0,0,0,3,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 35 THE CLOVE VALLEY SCHOOL,40.613578,-74.098959,STATEN ISLAND,No,0.319,742.5473,0.03,0.06,0.09,0.24,0.32,0.57,0.94,0.14,0.99,0.96,0.99,0.85,0.87,0.96,3.13,69,22,0,0,2,0,17,0,0,6,68,29,0,1,5,0,17,0,0,10,50,26,0,0,0,0,19,0,0,5,51,22,0,0,4,0,16,0,0,4,57,20,0,0,5,0,11,0,0,5,58,18,0,0,4,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 036 J. C. DRUMGOOLE,40.543238,-74.182578,STATEN ISLAND,No,0.173,883.9197,0.02,0.06,0,0.12,0.12,0.81,0.95,0.08,0.89,0.85,0.91,0.69,0.84,0.83,3.06,143,25,0,0,2,0,21,0,0,4,142,35,0,0,4,0,27,0,0,5,133,41,0,0,0,0,36,0,0,10,134,25,0,0,0,0,22,0,0,4,159,43,0,0,0,7,35,0,0,5,159,54,0,0,0,11,39,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 038 GEORGE CROMWELL,40.574938,-74.099425,STATEN ISLAND,No,0.538,800.4225,0.15,0.08,0.02,0.33,0.36,0.55,0.95,0.16,0.98,0.92,0.96,0.84,0.82,0.9,2.75,49,3,0,0,0,0,2,0,0,2,50,11,0,0,1,0,6,0,0,7,60,13,0,0,4,3,6,0,0,7,60,15,0,0,2,5,8,0,0,8,54,4,0,0,0,0,3,0,0,0,54,10,0,0,2,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 39 FRANCIS J. MURPHY JR.,40.597613,-74.071405,STATEN ISLAND,No,0.562,734.4966,0.11,0.14,0.05,0.32,0.37,0.47,0.94,0.19,0.97,0.93,0.97,0.85,0.86,0.94,2.57,77,8,0,1,1,3,3,0,0,5,78,10,0,0,2,3,5,0,0,5,90,15,0,2,0,3,10,0,0,9,92,9,0,1,1,1,6,0,0,6,72,5,0,0,0,0,3,0,0,4,73,13,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE STEPHANIE A. VIERNO SCHOOL,40.573922,-74.10908,STATEN ISLAND,No,0.47,725.1997,0.11,0.07,0.03,0.29,0.32,0.57,0.94,0.15,0.93,0.87,0.89,0.78,0.83,0.85,2.75,106,4,0,0,1,0,3,0,0,2,106,19,0,0,4,2,12,1,1,13,108,22,0,0,3,0,15,0,0,9,110,21,0,0,4,0,15,0,0,9,95,22,0,1,4,2,14,1,0,14,96,21,0,0,4,3,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 042 ELTINGVILLE,40.552214,-74.16904,STATEN ISLAND,No,0.249,793.6456,0.03,0.05,0.01,0.14,0.14,0.8,0.95,0.13,0.96,0.95,0.97,0.84,0.86,0.96,2.87,137,15,0,0,1,0,13,0,0,1,138,35,0,0,4,0,28,0,0,6,144,34,0,0,2,0,30,0,0,8,146,29,0,0,1,0,26,0,0,9,124,24,0,0,1,0,21,0,0,6,124,27,0,0,1,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 044 THOMAS C. BROWN,40.631586,-74.157068,STATEN ISLAND,No,0.834,410.5656,0.07,0.03,0.39,0.52,0.91,0.02,0.91,0.37,0.89,0.85,0.87,0.72,0.81,0.9,2.11,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,133,2,0,1,0,0,0,0,0,0,135,2,0,1,0,0,0,0,0,0,139,3,0,1,1,0,1,0,0,1,140,5,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 045 JOHN TYLER,40.628306,-74.107516,STATEN ISLAND,No,0.635,666.6296,0.05,0.05,0.17,0.47,0.64,0.27,0.93,0.21,0.91,0.87,0.88,0.79,0.88,0.88,2.55,143,4,0,1,0,0,2,0,0,1,143,13,0,0,4,0,4,0,0,4,137,17,0,1,7,0,7,0,0,11,140,17,0,3,5,0,7,0,0,11,127,22,0,2,4,1,15,0,0,13,126,16,0,1,3,2,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 046 ALBERT V. MANISCALCO,40.594211,-74.080521,STATEN ISLAND,No,0.659,597.9015,0.09,0.1,0.15,0.39,0.54,0.35,0.92,0.27,0.94,0.93,0.96,0.87,0.84,0.98,2.33,48,0,0,0,0,0,0,0,0,0,49,11,0,1,2,0,5,0,0,8,45,4,0,0,1,1,2,0,0,1,47,4,0,1,0,1,2,0,0,1,43,3,0,0,0,0,2,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 048 WILLIAM G. WILCOX,40.602835,-74.091981,STATEN ISLAND,No,0.334,728.3132,0.06,0.17,0.04,0.18,0.22,0.59,0.95,0.1,0.94,0.93,0.88,0.92,0.87,0.94,3.04,97,17,0,0,3,2,11,0,0,5,98,29,0,0,4,6,17,0,0,8,116,35,0,0,0,8,24,0,0,15,116,42,0,0,0,16,24,0,0,14,105,37,0,0,2,0,25,0,0,11,105,31,0,0,0,0,23,0,0,6,122,30,0,0,2,8,20,0,0,8,121,57,0,0,3,18,36,0,0,20,90,13,0,0,0,0,8,0,0,2,90,25,0,0,0,0,16,0,0,7,83,25,0,2,2,3,18,0,0,9,84,25,0,0,1,5,19,0,0,8
P.S. 050 FRANK HANKINSON,40.561488,-74.124926,STATEN ISLAND,No,0.234,822.6905,0.03,0.09,0.03,0.15,0.18,0.71,0.95,0.11,0.96,0.95,0.97,0.9,0.86,0.96,3.29,158,42,0,0,0,6,34,0,0,4,159,84,0,0,0,12,63,0,0,14,141,76,0,4,7,10,50,0,0,15,143,83,0,4,7,10,58,0,0,14,137,45,0,0,1,7,35,0,0,9,138,61,0,0,5,9,44,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 052 JOHN C. THOMPSON,40.582437,-74.088696,STATEN ISLAND,No,0.398,699.6121,0.12,0.1,0.01,0.2,0.21,0.68,0.94,0.17,0.93,0.93,0.94,0.85,0.86,0.94,2.7,61,4,0,0,2,0,2,0,0,3,63,22,0,0,7,0,13,0,2,15,81,13,0,0,2,0,9,0,0,8,82,16,0,0,2,0,10,0,0,11,81,7,0,0,1,1,5,0,0,4,83,12,0,0,1,2,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE BARBARA ESSELBORN SCHOOL,40.552128,-74.137382,STATEN ISLAND,No,0.24,821.2941,0.04,0.06,0.02,0.13,0.15,0.77,0.95,0.13,0.98,0.97,0.99,0.91,0.87,0.96,2.8,117,11,0,0,1,0,8,0,0,4,117,39,0,0,2,0,34,0,0,13,108,10,0,0,0,0,9,0,1,3,111,21,0,0,2,0,17,0,0,10,97,13,0,0,1,0,12,0,0,5,97,18,0,0,2,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 054 CHARLES W. LENG,40.602779,-74.137628,STATEN ISLAND,No,0.439,783.8147,0.08,0.32,0.06,0.24,0.3,0.36,0.94,0.16,0.9,0.82,0.92,0.67,0.82,0.85,2.78,112,9,0,0,3,1,4,0,0,3,113,29,0,0,9,9,10,0,0,17,121,25,0,0,5,6,12,0,0,10,122,39,0,0,6,17,13,0,0,20,114,21,0,0,0,8,6,0,0,10,114,25,0,0,0,15,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 055 HENRY M. BOEHM,40.536389,-74.163422,STATEN ISLAND,No,0.278,910.69,0.02,0.02,0,0.11,0.12,0.85,0.95,0.11,0.95,0.91,0.89,0.8,0.86,0.9,2.8,106,15,0,0,0,0,13,0,0,5,106,33,0,0,2,0,28,0,0,10,101,16,0,0,3,0,12,0,0,4,100,16,0,0,4,0,11,0,0,5,99,12,0,0,0,0,11,0,0,0,98,10,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
